"","subject","Gender","Age","Income","numeric_income","Education","Country","FinancialLiteracy","condition","response"
"269","R_1FK6nwfwT9fshfd","Female",22,"Less than 20000€",0,12,"Austria",0,"purchased",1
"270","R_2VK03IlPZz32bZw","Female",25,"Less than 20000€",0,19,"Austria",3,"purchased",0
"271","R_3GrkyYBOKbwbJhp","Male",21,"Less than 20000€",0,13,"Austria",4,"purchased",0
"272","R_3qySGrCbpiW1JqM","Female",45,"Less than 20000€",0,13,"Austria",0,"purchased",1
"273","R_RabPHaUrofh7NKx","Female",24,"Less than 20000€",0,16,"Austria",2,"purchased",1
"274","R_xhf3dYoTU4SWDOV","Female",61,"20000 € - 30000 €",1,10,"Austria",2,"purchased",1
"275","R_2wRWezYLSMQyhPe","Male",23,"40000 € - 50000 €",3,6,"Austria",2,"purchased",0
"276","R_2c8ybwsShS1ZH98","Female",38,"More than 60000 €",5,22,"Austria",2,"purchased",0
"277","R_2WHIGrLSpYatAZU","Female",49,"More than 60000 €",5,18,"Austria",3,"purchased",0
"278","R_Xv1yCIjapbQc7jb","Female",32,"20000 € - 30000 €",1,14,"Austria",2,"purchased",0
"279","R_XLnHy34yyPFT4XL","Female",18,"Less than 20000€",0,12,"Austria",3,"purchased",0
"280","R_1Qc1ylA0KVSc8vk","Female",31,"Less than 20000€",0,12,"Austria",3,"purchased",0
"281","R_2QXMwmvsxnxHFt2","Female",24,"Less than 20000€",0,8,"Austria",3,"purchased",0
"282","R_2SAA6G0EggPrOwd","Male",34,"Less than 20000€",0,12,"Austria",4,"purchased",0
"283","R_3CQ0hj1F413OZX2","Male",24,"Less than 20000€",0,18,"Austria",3,"purchased",0
"284","R_2ar7FmuHr7d4K9V","Female",22,"Less than 20000€",0,13,"Austria",3,"purchased",1
"285","R_27xNPuELJRwkqK2","Female",22,"20000 € - 30000 €",1,16,"Austria",3,"purchased",0
"286","R_vNbJboIEnSZafnP","Female",26,"More than 60000 €",5,18,"Austria",3,"purchased",0
"287","R_3e93y0QsTvgesM2","Female",68,"Less than 20000€",0,11,"Austria",1,"purchased",0
"288","R_1F9P99aUmPYThss","Female",37,"Less than 20000€",0,18,"Austria",4,"purchased",0
"289","R_R84IzhMLtUYhgGt","Female",47,"More than 60000 €",5,12,"Austria",1,"purchased",1
"290","R_1P7uvD8rgWJb8XC","Male",50,"More than 60000 €",5,22,"Austria",3,"purchased",0
"291","R_1odLwOzaLWVZZsW","Male",34,"20000 € - 30000 €",1,12,"Austria",2,"purchased",0
"292","R_1gBJtlbV3s4YqTj","Male",39,"30000 € - 40000 €",2,16,"Austria",3,"purchased",0
"293","R_1M5Nt8LaNZ3Ye8v","Male",19,"20000 € - 30000 €",1,12,"Austria",2,"purchased",0
"294","R_AngQ9ZAhDmYhyGl","Female",35,"Less than 20000€",0,13,"Austria",2,"purchased",0
"295","R_10Gi8ntoeoH0rJ0","Female",27,"Less than 20000€",0,21,"Austria",2,"purchased",0
"296","R_26hzl2y1qZyuTqk","Female",29,"40000 € - 50000 €",3,12,"Austria",3,"purchased",0
"297","R_POmKasYjB2knT2x","Male",41,"30000 € - 40000 €",2,19,"Austria",2,"purchased",1
"298","R_3hioYBbjM9Sn6wK","Female",30,"20000 € - 30000 €",1,22,"Austria",3,"purchased",0
"299","R_1JDCxvoxcvIV7bQ","Male",30,"Less than 20000€",0,24,"Austria",3,"purchased",0
"300","R_1JPkEHFivLhqjP6","Female",34,"50000 € - 60000 €",4,18,"Austria",3,"purchased",1
"301","R_2sci3ihyuEz6nYu","Male",31,"More than 60000 €",5,19,"Austria",4,"purchased",0
"302","R_31SDrK9MuWLLYYV","Male",63,"40000 € - 50000 €",3,18,"Austria",4,"purchased",1
"303","R_1mOU7f2PtGhIamw","Male",23,"20000 € - 30000 €",1,14,"Austria",3,"purchased",1
"304","R_1LZ4yK9oSBVsFmi","Male",41,"More than 60000 €",5,15,"Austria",4,"purchased",0
"305","R_33ez5FqrrFOEddn","Female",24,"Less than 20000€",0,18,"Austria",2,"purchased",0
"306","R_0VZ6UbQ2qRnjRkt","Male",24,"Prefer not to answer",NA,9,"Austria",3,"purchased",0
"307","R_1LIplwhbr9Ss26I","Female",29,"20000 € - 30000 €",1,22,"Austria",3,"purchased",0
"308","R_2yeBltImc8PsyUy","Female",23,"Less than 20000€",0,18,"Austria",0,"purchased",1
"309","R_1DU6FOvzjLF7oVn","Female",33,"More than 60000 €",5,17,"Austria",3,"purchased",0
"310","R_2ZK6udDlQyzDxVW","Female",22,"Less than 20000€",0,14,"Austria",2,"purchased",1
"311","R_27Btsu4LDEsCJ99","Female",27,"Less than 20000€",0,22,"Austria",2,"purchased",1
"312","R_DuAwJUQmpuzjwAN","Female",28,"40000 € - 50000 €",3,14,"Austria",2,"purchased",1
"313","R_1IKKQCVGOyvnyau","Male",25,"Less than 20000€",0,16,"Austria",3,"purchased",0
"314","R_242bWxaodIS6uC7","Female",21,"Less than 20000€",0,16,"Austria",2,"purchased",0
"315","R_2sbXAgTdqP9sotm","Male",24,"20000 € - 30000 €",1,17,"Austria",4,"purchased",0
"316","R_eaPZh97cGsyobcd","Male",40,"50000 € - 60000 €",4,13,"Austria",4,"purchased",0
"317","R_vkjyWbrd1MhsnSx","Male",26,"Less than 20000€",0,18,"Austria",3,"purchased",0
"318","R_1rwYqp65YMFaOXY","Male",27,"30000 € - 40000 €",2,16,"Austria",3,"purchased",0
"319","R_1Hk8esY8vAIhNCG","Male",35,"30000 € - 40000 €",2,13,"Austria",3,"purchased",1
"320","R_1CJVwxSpRQsysXy","Female",31,"50000 € - 60000 €",4,18,"Austria",4,"purchased",0
"321","R_2y9gCcyVnhbXiLy","Female",40,"50000 € - 60000 €",4,16,"Austria",4,"purchased",0
"322","R_30kLkRe4TxfplMw","Male",39,"More than 60000 €",5,13,"Austria",3,"purchased",1
"323","R_271AkGtX2UHHD95","Male",30,"30000 € - 40000 €",2,22,"Austria",3,"purchased",0
"324","R_UzJlYDrsPAdKUFj","Female",25,"Less than 20000€",0,18,"Austria",2,"purchased",0
"325","R_3qfhV41AeOhMBoA","Female",23,"20000 € - 30000 €",1,14.5,"Austria",2,"purchased",0
"326","R_31T86Y6Bvld3K7z","Female",65,"Less than 20000€",0,11,"Austria",2,"purchased",1
"327","R_1kOblTGlxVfXNU2","Female",37,"Less than 20000€",0,16,"Austria",1,"purchased",0
"328","R_3iJqWZnTxsi2ARe","Female",63,"40000 € - 50000 €",3,15,"Austria",3,"purchased",0
"329","R_1LYDjswOAFTbD3a","Male",27,"More than 60000 €",5,22,"Austria",3,"purchased",0
"330","R_SIhwpQI9IytbCOl","Female",23,"Prefer not to answer",NA,15,"Austria",4,"purchased",0
"331","R_32Q4UE6467KBgPb","Female",32,"40000 € - 50000 €",3,17,"Austria",2,"purchased",1
"332","R_1GPPaWV7YbIzZH9","Female",25,"Less than 20000€",0,13,"Austria",2,"purchased",0
"333","R_RKwL9sFnMEudf5n","Female",26,"Less than 20000€",0,18,"Austria",3,"purchased",0
"334","R_OJN8WGTmtpfXv7r","Female",26,"Prefer not to answer",NA,17,"Austria",2,"purchased",0
"335","R_UbQVZ7zVgBjocsV","Male",25,"Less than 20000€",0,19,"Austria",3,"purchased",0
"336","R_2TUaIrNZ5R0JH3G","Female",32,"30000 € - 40000 €",2,13,"Austria",3,"purchased",1
"337","R_1HpYJsHEzecYCAw","Female",44,"20000 € - 30000 €",1,12,"Austria",2,"purchased",0
"338","R_3DkCmqnqWZlZOyS","Male",31,"30000 € - 40000 €",2,12,"Austria",3,"purchased",0
"339","R_21AMDNokMRoAUNB","Male",30,"30000 € - 40000 €",2,9,"Austria",3,"purchased",0
"340","R_seePf1cEXVxyGxX","Female",25,"20000 € - 30000 €",1,19,"Austria",4,"purchased",1
"341","R_ehZ3e3LoVaWGKXL","Male",38,"More than 60000 €",5,17,"Austria",3,"purchased",0
"342","R_2EovLyjGG5EMSnL","Female",21,"Less than 20000€",0,12,"Austria",4,"purchased",1
"343","R_3lMQkzPitEUiLaF","Male",48,"More than 60000 €",5,19,"Austria",4,"purchased",1
"344","R_8uFlp8itUqKNxTj","Female",42,"20000 € - 30000 €",1,18,"Austria",3,"purchased",0
"345","R_1MLqxTiSglel5JW","Female",55,"30000 € - 40000 €",2,20,"Austria",4,"purchased",0
"346","R_24AfAfrg43B4RJW","Male",34,"20000 € - 30000 €",1,11,"Austria",4,"purchased",0
"347","R_2TYs3CpRviw0tbh","Female",37,"20000 € - 30000 €",1,15,"Austria",3,"purchased",0
"348","R_2YEs8RB1wPOFxby","Female",40,"30000 € - 40000 €",2,13,"Austria",3,"purchased",1
"349","R_1M0ollZY96rSFGO","Female",25,"Less than 20000€",0,19,"Austria",4,"purchased",1
"350","R_1q3zM5y9vTKNYMN","Female",30,"20000 € - 30000 €",1,18,"Austria",4,"purchased",1
"351","R_3iVkGZLKpimpDEO","Female",28,"20000 € - 30000 €",1,20,"Austria",3,"purchased",1
"352","R_PH6VObesjTEctoZ","Female",22,"Less than 20000€",0,16,"Austria",3,"purchased",1
"353","R_3dSPe0HgY8njdJA","Female",40,"20000 € - 30000 €",1,17,"Austria",3,"purchased",0
"354","R_1LByWHkE6lG0B6H","Male",45,"More than 60000 €",5,20,"Austria",3,"purchased",1
"355","R_0PViXsWvwfsX9IJ","Female",29,"20000 € - 30000 €",1,17,"Austria",3,"purchased",1
"356","R_74cWj49cxi4U0x3","Female",36,"50000 € - 60000 €",4,22,"Austria",3,"purchased",1
"357","R_3PLJbxYs5ZdN11u","Female",23,"Less than 20000€",0,15,"Austria",3,"purchased",1
"358","R_qQKAFcjZtKVgXzb","Female",23,"Less than 20000€",0,16,"Austria",3,"purchased",1
"359","R_1JIta6ul9MRGwS4","Female",34,"30000 € - 40000 €",2,25,"Austria",1,"purchased",1
"360","R_BrBSsOGSuOrcStj","Female",26,"20000 € - 30000 €",1,20,"Austria",3,"purchased",0
"361","R_1gubDbKT8BZyl2i","Female",39,"20000 € - 30000 €",1,14,"Austria",2,"purchased",0
"362","R_3GsauwEF9xwLSnp","Female",40,"20000 € - 30000 €",1,13,"Austria",3,"purchased",1
"363","R_3LklZVUNpgNKmGp","Female",47,"40000 € - 50000 €",3,12,"Austria",2,"purchased",1
"364","R_2rpa9wQQhGvx13K","Male",19,"More than 60000 €",5,14,"Austria",3,"purchased",1
"365","R_PIgtd9g3KDAkWfT","Male",36,"50000 € - 60000 €",4,20,"Austria",3,"purchased",0
"366","R_2qFamcgnGdWCaHw","Female",47,"More than 60000 €",5,27,"Austria",3,"purchased",1
"367","R_3iCiyZ2fLQYoKLI","Male",28,"Less than 20000€",0,19,"Austria",3,"purchased",0
"368","R_22CVmEtY3Nhukdi","Male",25,"20000 € - 30000 €",1,18,"Austria",4,"purchased",0
"369","R_DUi2sOsjol9mFO1","Female",24,"30000 € - 40000 €",2,15,"Austria",2,"purchased",1
"370","R_24co84ZTtnzPEUQ","Female",21,"Prefer not to answer",NA,15,"Austria",3,"purchased",0
"371","R_2ZVoWotkv0tLyeq","Female",30,"Less than 20000€",0,18,"Austria",2,"purchased",1
"372","R_2CxGrLxqnr9IsoJ","Female",62,"30000 € - 40000 €",2,17,"Austria",4,"purchased",0
"373","R_3FVx6qhT5YGqxfa","Female",22,"20000 € - 30000 €",1,17,"Austria",3,"purchased",1
"374","R_248evxMs9ikz14j","Female",32,"20000 € - 30000 €",1,18,"Austria",3,"purchased",1
"375","R_3QXY2rMpmWNyov9","Male",19,"20000 € - 30000 €",1,10,"Austria",3,"purchased",1
"376","R_1HhOF0rhkILMI5z","Female",26,"20000 € - 30000 €",1,19,"Austria",4,"purchased",0
"377","R_2SBvA5SwMIzcmqy","Female",34,"Less than 20000€",0,15,"Austria",3,"purchased",0
"378","R_1jeKLV4dZ7OuRuM","Female",34,"More than 60000 €",5,18,"Austria",3,"purchased",1
"379","R_cvX6XL4hG1xCmqt","Female",32,"30000 € - 40000 €",2,12,"Austria",1,"purchased",0
"380","R_yUQWGuI2HEwij8l","Male",26,"Prefer not to answer",NA,13,"Austria",3,"purchased",0
"381","R_3LiqZLvp6EPBPa0","Female",41,"More than 60000 €",5,19,"Austria",2,"purchased",0
"382","R_237ttpH59fxUFOT","Female",59,"20000 € - 30000 €",1,9,"Austria",0,"purchased",1
"383","R_2rve5hX2xPcfl4T","Female",35,"20000 € - 30000 €",1,9,"Austria",3,"purchased",0
"384","R_1H62z5qM5S2TFVM","Male",27,"More than 60000 €",5,17,"Austria",4,"purchased",0
"385","R_1gHCmDdWE78Lh45","Female",58,"40000 € - 50000 €",3,17,"Austria",3,"purchased",1
"386","R_1OxUKAckenr5nTD","Female",20,"Less than 20000€",0,14,"Austria",2,"purchased",0
"387","R_O273HKVe4iY2Myl","Female",20,"Less than 20000€",0,14,"Austria",3,"purchased",0
"388","R_11Xt8NNCUQlz5y6","Female",31,"30000 € - 40000 €",2,18,"Austria",4,"purchased",0
"389","R_AiLMAR6JbHzYq7T","Female",35,"50000 € - 60000 €",4,17,"Austria",2,"purchased",1
"390","R_2xGhfiUk3BMGAEv","Female",57,"20000 € - 30000 €",1,15,"Austria",4,"purchased",1
"391","R_3PsCgXVYZdRbHlv","Male",23,"Less than 20000€",0,15,"Austria",3,"purchased",0
"392","R_AsQhpZFPnLzQh9v","Male",22,"Less than 20000€",0,16,"Austria",4,"purchased",0
"393","R_25tMSZPEalKg0Ku","Female",59,"40000 € - 50000 €",3,18,"Austria",2,"purchased",1
"394","R_eldKo7TFPJf5hQZ","Male",32,"30000 € - 40000 €",2,25,"Austria",4,"purchased",1
"395","R_XvuygHmCQh9k2nn","Female",23,"Less than 20000€",0,15,"Austria",1,"purchased",0
"396","R_12yXYUbz7BkUi0G","Male",45,"30000 € - 40000 €",2,15,"Austria",0,"purchased",0
"397","R_3De9mejg6cxR9wJ","Male",24,"Less than 20000€",0,15,"Austria",3,"purchased",0
"398","R_pyfZEeEuK9eETYt","Male",24,"Less than 20000€",0,16,"Austria",3,"purchased",0
"399","R_2VvyiFAl4du2Rh1","Male",26,"Less than 20000€",0,18,"Austria",2,"purchased",0
"400","R_2ToeLVnjGa9HS5N","Female",28,"20000 € - 30000 €",1,17,"Austria",3,"purchased",0
"401","R_3Mb1ud2tQVZxmFb","Male",24,"Prefer not to answer",NA,17,"Austria",3,"purchased",0
"402","R_2E60x16CnFtLT3c","Male",30,"20000 € - 30000 €",1,9,"Austria",2,"purchased",0
"403","R_emt5psRuecqD9Jf","Male",31,"20000 € - 30000 €",1,21,"Austria",3,"purchased",0
"404","R_1Ow3a187SVwh3sb","Female",25,"20000 € - 30000 €",1,19,"Austria",2,"purchased",1
"405","R_3meFplNWBE0nS8p","Male",25,"Less than 20000€",0,18,"Austria",4,"purchased",0
"406","R_2Qy76R6ZSOrZhH1","Female",20,"Less than 20000€",0,14,"Austria",4,"purchased",1
"407","R_6KGl9lsqDZQTY3L","Female",21,"Less than 20000€",0,15,"Austria",2,"purchased",0
"408","R_33fGYrDHsRLi7tM","Male",20,"20000 € - 30000 €",1,12,"Austria",2,"purchased",0
"409","R_RDdzzxBolxRskzD","Female",25,"Less than 20000€",0,17,"Austria",3,"purchased",1
"410","R_3q9hmOtJVYA53vw","Female",27,"Less than 20000€",0,20,"Austria",1,"purchased",0
"411","R_12LSz9uFp0FpAzp","Female",23,"Less than 20000€",0,17,"Austria",3,"purchased",1
"412","R_3ehmYIGdUCqbDjX","Female",22,"Less than 20000€",0,8,"Austria",2,"purchased",0
"413","R_3PjAqLoIyibuXuE","Male",25,"30000 € - 40000 €",2,13,"Austria",1,"purchased",1
"414","R_2Yn9ODDN7EGpYrF","Female",22,"Less than 20000€",0,15,"Austria",3,"purchased",0
"415","R_sHlvHsPshvzgzZv","Male",24,"20000 € - 30000 €",1,12,"Austria",2,"purchased",1
"416","R_11jVPb0wTYmIy6k","Female",24,"30000 € - 40000 €",2,9,"Austria",0,"purchased",1
"417","R_3CPgpNMX8pbyP3B","Female",38,"20000 € - 30000 €",1,22,"Austria",4,"purchased",0
"418","R_b1nEo9uOqxYP37X","Female",35,"20000 € - 30000 €",1,10,"Austria",2,"purchased",1
"419","R_1CmfEWy2RPEI84E","Male",19,"Less than 20000€",0,12,"Austria",2,"purchased",0
"420","R_12AATmTuIuwX4bC","Female",29,"20000 € - 30000 €",1,10,"Austria",3,"purchased",0
"421","R_1opzcFoQX96z6Bw","Female",47,"Less than 20000€",0,13,"Austria",2,"purchased",0
"422","R_uh4oxraQjcMeUQV","Female",30,"Less than 20000€",0,21,"Austria",1,"purchased",1
"423","R_W236lqhuIEdcj7j","Female",23,"Prefer not to answer",NA,17,"Austria",2,"purchased",1
"424","R_3DiOs88rn4N1H0d","Male",27,"30000 € - 40000 €",2,19,"Austria",3,"purchased",0
"425","R_1jp8BkUdAtqTPdX","Female",24,"Less than 20000€",0,9,"Austria",3,"purchased",0
"426","R_3edVifqrKyjcbOl","Female",30,"20000 € - 30000 €",1,8,"Austria",3,"purchased",0
"427","R_2TLu5gaIQGKl6TM","Female",22,"Less than 20000€",0,8,"Austria",2,"purchased",0
"428","R_2Yy8BrdIjRnKfrM","Female",23,"Less than 20000€",0,16,"Austria",2,"purchased",0
"429","R_yt0gx7zcDzlObOp","Female",40,"30000 € - 40000 €",2,14,"Austria",2,"purchased",0
"430","R_2ZHqFNkEeDuKJ6V","Female",31,"Less than 20000€",0,9,"Austria",3,"purchased",0
"431","R_1pSBDkbdlX9byP8","Female",29,"20000 € - 30000 €",1,4,"Austria",1,"purchased",0
"432","R_1mDl0ZAivCpxiU9","Female",22,"Less than 20000€",0,16,"Austria",2,"purchased",0
"433","R_xErN6lCesT0Ul3j","Female",20,"Prefer not to answer",NA,13,"Austria",2,"purchased",1
"434","R_2fdiHlzbxubzi8B","Female",23,"20000 € - 30000 €",1,14,"Austria",2,"purchased",1
"435","R_XtzUu9i3Zp0LsRj","Female",30,"20000 € - 30000 €",1,15,"Austria",3,"purchased",0
"436","R_1FDppyOIPc1FUVm","Male",30,"20000 € - 30000 €",1,20,"Austria",2,"purchased",1
"437","R_RhlRMiJjlznTe0N","Female",30,"20000 € - 30000 €",1,12,"Austria",0,"purchased",0
"438","R_2aE8OQ2Ezo5yIu1","Female",24,"20000 € - 30000 €",1,18,"Austria",3,"purchased",0
"439","R_RnyQG9IP8ZXBks1","Female",35,"Less than 20000€",0,20,"Austria",2,"purchased",0
"440","R_3lrkNSSBbfK2KdW","Female",25,"Prefer not to answer",NA,17,"Austria",3,"purchased",0
"441","R_2eXPYdfCiIxpGsJ","Male",25,"20000 € - 30000 €",1,18,"Austria",3,"purchased",0
"442","R_1QSNzIhkGmSZAMp","Female",24,"Less than 20000€",0,17,"Austria",3,"purchased",0
"443","R_uzjX1fvyM4twnEB","Female",24,"Less than 20000€",0,18,"Austria",2,"purchased",0
"444","R_11cngFihuZtQEti","Female",25,"40000 € - 50000 €",3,16,"Austria",2,"purchased",1
"445","R_3HRetemAtiOqKvx","Male",26,"Less than 20000€",0,18,"Austria",2,"purchased",1
"446","R_2wgF5tDV4HVTftL","Female",27,"Less than 20000€",0,17,"Austria",3,"purchased",0
"447","R_125veBZbsZdZtab","Male",25,"20000 € - 30000 €",1,10,"Austria",2,"purchased",0
"448","R_3irSRIH4boiJmGi","Male",22,"20000 € - 30000 €",1,13,"Austria",3,"purchased",1
"449","R_3hcIe6HDcNOuxpu","Female",26,"Less than 20000€",0,18,"Austria",3,"purchased",1
"450","R_3oZpPipWfwv7miI","Male",29,"30000 € - 40000 €",2,16,"Austria",4,"purchased",0
"451","R_2VwOHPp3ofZujUt","Female",34,"50000 € - 60000 €",4,18,"Austria",3,"purchased",0
"452","R_2E48ODqj2omjxDD","Female",19,"Less than 20000€",0,13,"Austria",1,"purchased",0
"453","R_29mMgwXBiL64XWF","Female",20,"Less than 20000€",0,14,"Austria",1,"purchased",0
"454","R_1nMVFcbuXzHDGcq","Female",18,"Prefer not to answer",NA,12,"Austria",0,"purchased",1
"455","R_SNc1eAvMvVRJ9wl","Female",19,"Prefer not to answer",NA,12,"Austria",0,"purchased",1
"456","R_2Sl7tdJnyu5HctZ","Male",19,"Less than 20000€",0,12,"Austria",0,"purchased",0
"457","R_3L5agpIoOjxzetQ","Male",21,"Less than 20000€",0,14,"Austria",3,"purchased",1
"458","R_2tCZ89TdrR6wckv","Male",23,"Less than 20000€",0,17,"Austria",3,"purchased",1
"459","R_RXHjqQV6jksyS77","Male",31,"20000 € - 30000 €",1,20,"Austria",3,"purchased",0
"460","R_1igvCAC4cTVsnzd","Female",33,"30000 € - 40000 €",2,13,"Austria",1,"purchased",0
"461","R_2rUCvdyDd2s4amn","Female",22,"Less than 20000€",0,16,"Austria",3,"purchased",1
"462","R_wZbAtcCpUC0PWXD","Female",50,"20000 € - 30000 €",1,13,"Austria",3,"purchased",0
"463","R_O9Cy09ljfolFpZf","Female",24,"Less than 20000€",0,17,"Austria",1,"purchased",1
"464","R_2uxrYaXjxs9lFlr","Male",26,"30000 € - 40000 €",2,20,"Austria",3,"purchased",0
"465","R_24oQEIEewJccBbw","Male",24,"20000 € - 30000 €",1,9,"Austria",3,"purchased",0
"466","R_0MWQLRMvqzEqUGB","Female",23,"Less than 20000€",0,7,"Austria",2,"purchased",0
"467","R_3sbu9nXRnyIHKJ8","Female",37,"50000 € - 60000 €",4,30,"Austria",4,"purchased",0
"468","R_1Q0z7t0iWBuxf0X","Female",23,"20000 € - 30000 €",1,15,"Austria",3,"purchased",0
"469","R_3ReKP81jrFV8ElX","Female",32,"50000 € - 60000 €",4,20,"Austria",4,"purchased",0
"470","R_1mUvASNGaKO3q8U","Male",24,"Prefer not to answer",NA,16,"Austria",3,"purchased",0
"471","R_ujPK0bRgTswyHnj","Female",34,"50000 € - 60000 €",4,12,"Austria",3,"purchased",1
"472","R_01EVG5DAaxe2y3f","Female",30,"20000 € - 30000 €",1,21,"Austria",0,"purchased",0
"473","R_3HChIniDBf8WdE5","Female",33,"20000 € - 30000 €",1,20,"Austria",3,"purchased",0
"474","R_3HnOP7h1RHmcRYw","Male",23,"Less than 20000€",0,16,"Austria",2,"purchased",0
"475","R_2s1lk6adGygrWUx","Male",24,"Less than 20000€",0,14,"Austria",1,"purchased",0
"476","R_3g9TP572SNc7XQl","Male",21,"Less than 20000€",0,14,"Austria",4,"purchased",0
"477","R_2Bba9u7P8NrcZmT","Female",32,"Less than 20000€",0,9,"Austria",2,"purchased",1
"478","R_snWMcZo2zObZ5cZ","Female",27,"Less than 20000€",0,16,"Austria",3,"purchased",0
"479","R_2th62iUX00PkbgA","Female",20,"Less than 20000€",0,15,"Austria",3,"purchased",0
"480","R_2odoh9sfg4sQrwR","Female",67,"40000 € - 50000 €",3,14,"Austria",2,"purchased",0
"481","R_1LiNAA4zQIfTBlA","Female",68,"30000 € - 40000 €",2,18,"Austria",3,"purchased",1
"482","R_3Du5j0mdRlfYDfR","Female",49,"Less than 20000€",0,15,"Austria",2,"purchased",0
"483","R_1K852ZYHWoP8eGS","Female",20,"Less than 20000€",0,14,"Austria",1,"purchased",1
"484","R_2U5iIDdfYPJt02T","Male",38,"20000 € - 30000 €",1,10,"Austria",2,"purchased",0
"485","R_2Sv53IDtDTHJgVC","Female",28,"30000 € - 40000 €",2,12,"Austria",3,"purchased",0
"486","R_2pXCTYeRZReyiZ8","Female",23,"20000 € - 30000 €",1,12,"Austria",1,"purchased",0
"487","R_1gIrDiVTqYK1meY","Male",35,"20000 € - 30000 €",1,5,"Austria",4,"purchased",0
"488","R_Rep0HLUJeq5Ebv3","Female",25,"20000 € - 30000 €",1,14,"Austria",1,"purchased",0
"489","R_OwDXOQOCls5O33X","Male",33,"40000 € - 50000 €",3,18,"Austria",2,"purchased",0
"490","R_OvtLTu2p45J3k6B","Male",24,"Less than 20000€",0,17,"Austria",3,"purchased",0
"491","R_1OpFOpIQmhS0eBf","Male",40,"40000 € - 50000 €",3,8,"Austria",4,"purchased",0
"492","R_cunQlVIQnmtCafn","Female",19,"Less than 20000€",0,14,"Austria",1,"purchased",1
"493","R_3p6d6IpFAwMvnsE","Male",32,"30000 € - 40000 €",2,12,"Austria",3,"purchased",0
"494","R_1hZ4JZ61XuuYkRC","Female",28,"50000 € - 60000 €",4,17,"Austria",3,"purchased",0
"495","R_2ckeJ5HoW5EaLkU","Female",22,"Less than 20000€",0,7,"Austria",2,"purchased",0
"496","R_1OMFx5818vk9sgC","Female",34,"30000 € - 40000 €",2,12,"Austria",3,"purchased",0
"497","R_12lubvGTUNJrVVc","Male",36,"40000 € - 50000 €",3,11,"Austria",3,"purchased",0
"498","R_vGM7VBZPKHOsBFv","Female",25,"Less than 20000€",0,14,"Austria",1,"purchased",0
"499","R_3EnCbeND5jIV979","Female",29,"20000 € - 30000 €",1,13,"Austria",3,"purchased",1
"500","R_2ahSv1HOS8KhB51","Female",21,"20000 € - 30000 €",1,15,"Austria",3,"purchased",0
"501","R_1FhrwehsMjmy1We","Female",25,"30000 € - 40000 €",2,18,"Austria",3,"purchased",1
"502","R_3nrBd7IDfzXqtf6","Female",31,"40000 € - 50000 €",3,16,"Austria",2,"purchased",0
"503","R_vJoLLhX22duztux","Male",28,"20000 € - 30000 €",1,12,"Austria",2,"purchased",0
"504","R_ClewUGf3mrh5pPX","Female",18,"Less than 20000€",0,11,"Austria",0,"purchased",0
"505","R_3NwjLpxiQmmJ2TO","Female",31,"Less than 20000€",0,13,"Austria",0,"purchased",0
"506","R_cCmqya32GFr7Kc9","Male",24,"20000 € - 30000 €",1,13,"Austria",4,"purchased",1
"507","R_1CmxxMlbQNCUZR2","Female",24,"Less than 20000€",0,18,"Austria",2,"purchased",0
"508","R_1nONis291E8wyAa","Male",25,"Less than 20000€",0,16,"Austria",4,"purchased",1
"509","R_1DI5iHobmfemjXU","Male",29,"20000 € - 30000 €",1,13,"Austria",1,"purchased",0
"510","R_2zBhITGkdBmS96u","Female",26,"Less than 20000€",0,19,"Austria",1,"purchased",1
"511","R_21H6Vu7VOHjCiWX","Female",22,"Less than 20000€",0,15,"Austria",3,"purchased",0
"512","R_24jgjnLbm48yygp","Female",52,"Less than 20000€",0,15,"Austria",3,"purchased",1
"513","R_8IFgSpgwrQ8LbNL","Female",34,"40000 € - 50000 €",3,16,"Austria",3,"purchased",0
"514","R_1ePt3CigCEVRM9b","Female",25,"20000 € - 30000 €",1,17,"Austria",1,"purchased",0
"515","R_3fE6Fh4a4dGFEx2","Female",35,"20000 € - 30000 €",1,18,"Austria",1,"purchased",0
"516","R_SPfqmGFlbeVJ5MB","Male",18,"20000 € - 30000 €",1,9,"Austria",0,"purchased",1
"517","R_1JUPMw80HTRTIZM","Female",36,"50000 € - 60000 €",4,20,"Austria",4,"purchased",1
"518","R_1NnsRjE2jFu0R1O","Male",23,"Less than 20000€",0,16,"Austria",3,"purchased",1
"519","R_2woWYWV13sQPayp","Female",22,"Prefer not to answer",NA,13,"Austria",0,"purchased",0
"520","R_3Jn4tKmL5CERI6q","Female",21,"Less than 20000€",0,14,"Austria",4,"purchased",0
"521","R_3k5GwScRdKftxYY","Male",52,"More than 60000 €",5,14,"Austria",3,"purchased",1
"522","R_2ymxexWUfayfdA2","Female",24,"Less than 20000€",0,17,"Austria",3,"purchased",1
"523","R_3oEDqMHuflI33An","Female",51,"More than 60000 €",5,12,"Austria",3,"purchased",1
"524","R_1LbM0WXdN7nTBIh","Male",18,"More than 60000 €",5,14,"Austria",3,"purchased",0
"525","R_3hstLTCnRMwq8l9","Female",39,"30000 € - 40000 €",2,17,"Austria",4,"purchased",0
"526","R_qO61bBSvpzwJtFD","Female",21,"Less than 20000€",0,14,"Austria",2,"purchased",0
"527","R_etit4k6r7eAJMGZ","Female",21,"Less than 20000€",0,14,"Austria",3,"purchased",1
